Iteration,p1,p2,m1,m2,sig1,sig2
1,0.6681521406390342,0.33184785936096584,0.901191814409845,3.8127533095373725,0.9416570034276927,1.0816671336655075
2,0.6710987585287573,0.32890124147124267,0.9114225264278146,3.8179629008626677,0.9487505336176442,1.0911234787389807
3,0.6730556832623396,0.32694431673766045,0.9173589853114942,3.8231390524919693,0.9537450764543444,1.0922930678170293
4,0.6747234656051945,0.3252765343948055,0.9216223183011241,3.8291943244535207,0.95695727643309,1.0908042519085883
5,0.6762246094093024,0.3237753905906976,0.925028813517625,3.835560243126462,0.9592451479146,1.0881547116556318
6,0.677611843682224,0.32238815631777595,0.9279593217880522,3.8419247506287073,0.9610504501854272,1.085022849661376
7,0.6789118867103607,0.32108811328963927,0.9306016239196514,3.848136098953436,0.962591915848476,1.0817388603022842
8,0.6801390023173189,0.31986099768268106,0.9330497323824694,3.8541233810996234,0.9639782946847065,1.0784640469649922
9,0.6813013049719929,0.3186986950280071,0.9353514010904809,3.859856199559581,0.9652638513442545,1.075275890701198
10,0.682403858450297,0.31759614154970295,0.9375315058033965,3.865324499840169,0.9664757764892112,1.0722100196366535
